lemma,pos,other_verified_pos,verified_by,oxford_levels_same_pos,oxford_entry,octanove_level,cefrj_level,disagreement,corpus,efllex_word,efllex_pos,efllex_match,efllex_a1,efllex_a2,efllex_b1,efllex_b2,efllex_c1,efllex_total,efllex_nb_doc,efllex_first_level,efllex_b2c1_share,zipf
transformation,noun,,oxford5000,c1,transformation,,B1,cefrj:B1,efllex,transformation,noun,lemma+pos,0.0,0.0,0.0,0.0,2.4455,0.6803,2,C1,1.0,4.21
transit,noun,,oxford5000,c1,transit_1,C1,,,efllex,transit,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.2
transmission,noun,,oxford5000,c1,transmission,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.33
transparency,noun,,oxford5000,c1,transparency,,,,wordfreq,,,,,,,,,,,,,3.9
transparent,adjective,,oxford5000,c1,transparent,,B2,cefrj:B2,efllex,transparent,adjective,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,4.01
trauma,noun,,oxford5000,c1,trauma,C1,,,wordfreq,,,,,,,,,,,,,4.14
treaty,noun,,oxford5000,c1,treaty,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.31
tremendous,adjective,,oxford5000,c1,tremendous,,B1,cefrj:B1,efllex,tremendous,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.07
tribal,adjective,,oxford5000,c1,tribal_1,,,,wordfreq,,,,,,,,,,,,,4.03
tribunal,noun,,oxford5000,c1,tribunal,,,,wordfreq,,,,,,,,,,,,,3.88
tribute,noun,,oxford5000,c1,tribute,,,,wordfreq,,,,,,,,,,,,,4.25
trigger,noun,,oxford5000,c1,trigger_2,,B1,cefrj:B1,efllex,trigger,noun,lemma+pos,0.0,1.0149,0.0,0.0,0.0,0.0384,1,A2,0.0,4.25
trio,noun,,oxford5000,c1,trio,,B2,cefrj:B2,efllex,trio,noun,lemma+pos,0.0,0.887,0.0,0.0,0.0,0.2268,1,A2,0.0,3.94
triumph,noun,,oxford5000,c1,triumph_1,,B1,cefrj:B1,efllex,triumph,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.96
trophy,noun,,oxford5000,c1,trophy_1,,B2,cefrj:B2,efllex,trophy,noun,lemma+pos,1.4193,0.0,0.0,0.0,0.0,0.0073,1,A1,0.0,4.17
troubled,adjective,,oxford5000,c1,troubled,,,,efllex,troubled,adjective,lemma+pos,0.0,2.4152,10.7474,0.7308,5.057,6.142,10,A2,0.305,3.91
trustee,noun,,oxford5000,c1,trustee,,,,efllex,trustee,noun,lemma+pos,0.0,0.0,0.0,3.9147,0.0,0.3327,5,B2,1.0,3.68
tuition,noun,,oxford5000,c1,tuition,,B2,cefrj:B2,efllex,tuition,noun,lemma+pos,0.0,0.0,0.296,0.8294,0.1559,0.5693,3,B1,0.769,3.97
tune,verb,,octanove,,,C1,,,efllex,tune,verb,lemma+pos,0.0,0.0,0.0,3.619,0.0,0.7357,2,B2,1.0,4.27
turmoil,noun,,octanove,,,C1,,,efllex,turmoil,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,3.52
turnout,noun,,oxford5000,c1,turnout,,,,wordfreq,,,,,,,,,,,,,3.68
turnover,noun,,oxford5000,c1,turnover,,,,wordfreq,,,,,,,,,,,,,3.78
twist,verb,noun,oxford5000,c1,twist_1,,B1,cefrj:B1,efllex,twist,verb,lemma+pos,9.4728,0.4299,0.0,37.3153,43.0222,23.3971,25,A1,0.89,4.22
unconventional,adjective,,octanove,,,C1,,,efllex,unconventional,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.42
unconvincing,adjective,,octanove,,,C1,,,efllex,unconvincing,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,2.69
undergraduate,noun,,oxford5000,c1,undergraduate,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.85
underlying,adjective,,oxford5000,c1,underlying,,,,efllex,underlying,adjective,lemma+pos,0.0,0.0,0.0,0.4103,0.8152,0.7357,2,B2,1.0,4.17
undermine,verb,,oxford5000,c1,undermine,,,,wordfreq,,,,,,,,,,,,,3.65
undoubtedly,adverb,,oxford5000,c1,undoubtedly,,B2,cefrj:B2,efllex,undoubtedly,adverb,lemma+pos,0.0,0.0,0.0,4.9553,1.8274,1.9486,5,B2,1.0,3.88
uneventful,adjective,,octanove,,,C1,,,efllex,uneventful,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.0665,0.0796,1,C1,1.0,2.91
unify,verb,,oxford5000,c1,unify,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.07
unprecedented,adjective,,oxford5000,c1,unprecedented,,,,efllex,unprecedented,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.82
unveil,verb,,oxford5000,c1,unveil,,,,efllex,unveil,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.2
upcoming,adjective,,oxford5000,c1,upcoming,,,,efllex,upcoming,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.6091,0.7357,2,B2,1.0,4.34
upgrade,verb,noun,oxford5000,c1,upgrade_1,,B2,cefrj:B2,efllex,upgrade,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,4.24
uphold,verb,,oxford5000,c1,uphold,,,,efllex,uphold,verb,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,3.52
utility,noun,,oxford5000,c1,utility_1,C2,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.27
utilize,verb,,oxford5000,c1,utilize,C2,B2,cefrj:B2,efllex,utilize,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.75
utterly,adverb,,oxford5000,c1,utterly,,B2,cefrj:B2,efllex,utterly,adverb,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,4.02
vacuum,noun,,oxford5000,c1,vacuum_1,,,,efllex,vacuum,noun,lemma+pos,0.0,0.0,0.0,0.0,1.8274,0.241,2,C1,1.0,4.09
vague,adjective,,oxford5000,c1,vague,,B1,cefrj:B1,efllex,vague,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.87
validity,noun,,oxford5000,c1,validity,,,,wordfreq,,,,,,,,,,,,,3.7
vanish,verb,,oxford5000,c1,vanish,,B2,cefrj:B2,efllex,vanish,verb,lemma+pos,0.0,0.0,0.0,4.0091,3.2606,2.6768,6,B2,1.0,3.39
variable,adjective,noun,oxford5000,c1,variable_2,,,,wordfreq,,,,,,,,,,,,,4.12
varied,adjective,,oxford5000,c1,varied,,B2,cefrj:B2,efllex,varied,adjective,lemma+pos,0.0,0.0,0.0,1.6588,0.6091,1.2795,3,B2,1.0,4.03
vegetation,noun,,octanove,,,C1,,,efllex,vegetation,noun,lemma+pos,0.0,0.3436,0.0,0.4103,0.1559,1.3491,3,A2,0.622,3.77
vein,noun,,oxford5000,c1,vein,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.77
venture,noun,verb,oxford5000,c1,venture_1,C2,B2,cefrj:B2,efllex,venture,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.26
verbal,adjective,,oxford5000,c1,verbal,,B2,cefrj:B2,efllex,verbal,adjective,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,3.91
verdict,noun,,oxford5000,c1,verdict,C1,,,efllex,verdict,noun,lemma+pos,0.0,0.0,1.3622,3.3744,0.6091,2.343,6,B1,0.745,4.03
verify,verb,,oxford5000,c1,verify,,,,efllex,verify,verb,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,3.88
versatile,adjective,,octanove,,,C1,,,efllex,versatile,adjective,lemma+pos,0.0,0.5559,0.0,0.0,0.8152,0.7381,2,A2,0.595,3.66
verse,noun,,oxford5000,c1,verse,,B2,cefrj:B2,efllex,verse,noun,lemma+pos,0.0,0.0,0.0,0.0,35.013,4.8442,5,C1,1.0,4.18
versus,preposition,,oxford5000,c1,versus,,B2,cefrj:B2,efllex,versus,preposition,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,4.32
vessel,noun,,oxford5000,c1,vessel,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.27
veteran,noun,,oxford5000,c1,veteran,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.21
viable,adjective,,oxford5000,c1,viable,,,,efllex,viable,adjective,lemma+pos,0.0,0.0,0.0,0.0,3.6378,0.68,3,C1,1.0,3.96
vibrant,adjective,,oxford5000,c1,vibrant,,,,efllex,vibrant,adjective,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,3.67
vice,noun,,oxford5000,c1,vice_1,,,,efllex,vice,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9357,0.0698,1,C1,1.0,4.71
vicious,adjective,,oxford5000,c1,vicious,C1,,,efllex,vicious,adjective,lemma+pos,0.0,0.0,0.0,0.0,10.187,1.5063,3,C1,1.0,3.83
victorious,adjective,,octanove,,,C1,,,efllex,victorious,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.9086,0.0678,1,C1,1.0,3.57
villager,noun,,oxford5000,c1,villager,,B2,cefrj:B2,efllex,villager,noun,lemma+pos,0.0,4.2571,0.1675,1.1852,0.9605,3.6805,6,A2,0.327,2.9
violate,verb,,oxford5000,c1,violate,,B2,cefrj:B2,efllex,violate,verb,lemma+pos,0.0,0.0,0.0,0.1311,0.1804,0.6236,2,B2,1.0,3.75
violation,noun,,oxford5000,c1,violation,,,,wordfreq,,,,,,,,,,,,,4.15
virtue,noun,,oxford5000,c1,virtue,,B2,cefrj:B2,efllex,virtue,noun,lemma+pos,0.0,0.0,0.0,0.0,4.6977,0.7043,2,C1,1.0,3.94
vocal,adjective,,oxford5000,c1,vocal_1,,,,wordfreq,,,,,,,,,,,,,4.16
voice,verb,,octanove,,,C1,,,efllex,voice,verb,lemma+pos,0.0,0.0,0.0,2.5478,0.0,0.6117,2,B2,1.0,5.07
vow,verb,,oxford5000,c1,vow_1,,,,efllex,vow,noun,lemma,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,3.56
vulnerability,noun,,oxford5000,c1,vulnerability,,,,wordfreq,,,,,,,,,,,,,3.7
vulnerable,adjective,,oxford5000,c1,vulnerable,,,,efllex,vulnerable,adjective,lemma+pos,0.0,0.0,0.0,0.0,11.4986,1.8568,4,C1,1.0,4.21
ward,noun,,oxford5000,c1,ward_1,,B1,cefrj:B1,efllex,ward,noun,lemma+pos,0.0,0.0,10.7474,0.8294,6.2785,4.3602,8,B1,0.398,4.37
warehouse,noun,,oxford5000,c1,warehouse,,,,efllex,warehouse,noun,lemma+pos,0.0,0.0,0.0,0.2972,0.0,0.1729,1,B2,1.0,4.08
warfare,noun,,oxford5000,c1,warfare,,,,efllex,warfare,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.05
warrant,noun,verb,oxford5000,c1,warrant_1,,,,wordfreq,,,,,,,,,,,,,4.24
warrior,noun,,oxford5000,c1,warrior,,B1,cefrj:B1,efllex,warrior,noun,lemma+pos,0.0,0.0,0.0,2.499,0.0,0.5394,2,B2,1.0,4.16
wary,adjective,,octanove,,,C1,,,efllex,wary,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.57
weaken,verb,,oxford5000,c1,weaken,,B2,cefrj:B2,efllex,weaken,verb,lemma+pos,0.0,0.0,0.0,8.1454,5.0799,3.4444,5,B2,1.0,3.49
weave,verb,,oxford5000,c1,weave_1,,,,wordfreq,,,,,,,,,,,,,3.53
weed,noun,,oxford5000,c1,weed_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.27
well-being,noun,,oxford5000,c1,well-being,,,,efllex,well-being,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,5.69
whatever,adverb,,oxford5000,c1,whatever_2,,,,wordfreq,,,,,,,,,,,,,5.14
whatsoever,adverb,,oxford5000,c1,whatsoever,,,,efllex,whatsoever,adverb,lemma+pos,0.0,0.0,0.0,0.8294,6.7006,1.7591,3,B2,1.0,3.99
whereby,adverb,,oxford5000,c1,whereby,,,,wordfreq,,,,,,,,,,,,,3.74
whilst,conjunction,,oxford5000,c1,whilst,C1,,,efllex,whilst,preposition,lemma,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,4.38
whip,verb,,oxford5000,c1,whip_1,,B2,cefrj:B2,efllex,whip,verb,lemma+pos,3.4417,0.0,0.0,0.0,17.1298,3.7223,5,A1,0.833,4.01
wholly,adverb,,oxford5000,c1,wholly,C2,,,wordfreq,,,,,,,,,,,,,3.83
wicked,adjective,,octanove,,,C1,,,efllex,wicked,adjective,lemma+pos,0.0,0.0,0.0,1.3498,0.0,0.1147,2,B2,1.0,3.99
widen,verb,,oxford5000,c1,widen,,B2,cefrj:B2,efllex,widen,verb,lemma+pos,0.0,0.0,0.0,5.3194,0.9086,1.8167,4,B2,1.0,3.25
widow,noun,,oxford5000,c1,widow_1,,B2,cefrj:B2,efllex,widow,noun,lemma+pos,0.0,0.5559,0.0,6.9859,0.0,2.1277,5,A2,0.926,4.08
width,noun,,oxford5000,c1,width,,B2,cefrj:B2,efllex,width,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9357,0.0698,1,C1,1.0,4.02
willingness,noun,,oxford5000,c1,willingness,,B1,cefrj:B1,efllex,willingness,noun,lemma+pos,0.0,0.0,0.0,0.0,4.6832,0.6966,2,C1,1.0,3.82
wipe,verb,,oxford5000,c1,wipe_1,,B2,cefrj:B2,efllex,wipe,verb,lemma+pos,0.9027,0.5074,0.377,13.1902,17.8088,11.5006,15,A1,0.945,4.01
wit,noun,,oxford5000,c1,wit,,B2,cefrj:B2,efllex,wit,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.96
withdrawal,noun,,oxford5000,c1,withdrawal,C1,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.05
woo,verb,,octanove,,,C1,,,efllex,woo,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.87
workout,noun,,oxford5000,c1,workout,,B1,cefrj:B1,efllex,workout,noun,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,4.02
worship,noun,verb,oxford5000,c1,worship_1,,B2,cefrj:B2,efllex,worship,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.29
worthwhile,adjective,,oxford5000,c1,worthwhile,,B1,cefrj:B1,efllex,worthwhile,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,3.74
worthy,adjective,,oxford5000,c1,worthy_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.29
yell,verb,,oxford5000,c1,yell_1,,B2,cefrj:B2,efllex,yell,verb,lemma+pos,0.0,0.0,4.0866,0.3154,0.0,1.3339,3,B1,0.072,3.85
yield,noun,verb,oxford5000,c1,yield_1,,,,wordfreq,,,,,,,,,,,,,4.16
youngster,noun,,oxford5000,c1,youngster,,,,efllex,youngster,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.27
